Age,Sex,Job,Housing,Savings account,Checking account,Credit amount,Duration,Purpose,description,target
36,male,3,own,quite rich,moderate,2366,12,car,"""""""

        This 36-year-old male customer is a highly skilled worker who owns his residence. He has a substantial savings account and a moderate current account, indicating a stable financial situation. He is seeking a €2,366 loan to purchase a car, with a repayment term of 12 months.",good risk
25,female,2,own,little,little,1835,21,radio/TV,"""""""

        This 25-year-old female customer is a skilled worker who owns her residence. She has limited savings and checking accounts, and is seeking a €1,835 loan to purchase a radio or TV, which she intends to repay over 21 months.",good risk
41,female,3,rent,little,unknown,3868,24,car,"""""""

        The customer is a 41-year-old female with a highly skilled occupation, who currently rents her residence. She has a limited savings account and has requested a €3,868 loan to finance a car purchase, with a repayment term of 24 months; however, no information is available regarding her checking account.",good risk
24,male,1,rent,little,unknown,1768,12,furniture/equipment,"""""""

        The customer is a 24-year-old male who is an unskilled worker and resident, currently renting his accommodation. He has a limited savings account and has requested a €1,768 loan for 12 months to purchase furniture and equipment, although no information is available regarding his checking account.",bad risk
63,male,2,free,little,rich,781,10,car,"""""""

    This 63-year-old male customer is a skilled worker who owns his residence. He has a modest savings account but a substantial current account, indicating a strong financial foundation. He is seeking a €781 loan to purchase a car, which he intends to repay over a 10-month period.",good risk
27,female,2,rent,unknown,moderate,1924,18,furniture/equipment,"""""""

customer_description = ""This 27-year-old female customer is a skilled worker who rents her accommodation. She has a moderate current account and is seeking a €1,924 loan to purchase furniture and equipment, which she intends to repay over 18 months; however, no information is available regarding her savings account.""",bad risk
30,male,2,own,little,little,2121,12,car,"""""""

        This 30-year-old male customer is a skilled worker who owns his residence. He has limited savings and checking accounts, and is seeking a €2,121 loan to purchase a car, with a repayment term of 12 months.",good risk
40,male,1,own,little,little,701,12,radio/TV,"""""""

        This 40-year-old male customer is an unskilled worker residing in his own home. He has limited savings and current accounts, and is seeking a €701 loan for 12 months to purchase a radio or TV.",bad risk
30,male,2,own,little,moderate,639,12,repairs,"""""""

        This 30-year-old male customer, who is skilled and owns his residence, has a moderate current account and a small savings account. He is seeking a €639 loan for 12 months to cover repairs, indicating a need for short-term financing for a specific purpose.",good risk
34,male,3,own,little,moderate,1860,12,car,"""""""

description = ""This 34-year-old male customer, classified as highly skilled, owns his residence and has a moderate current account balance, although his savings account balance is relatively little. He is seeking a €1,860 loan to finance a car purchase, which he intends to repay over a 12-month period.""",good risk
29,female,2,own,little,little,3499,12,car,"""""""

        This 29-year-old female customer, employed in a skilled profession, is a homeowner with limited savings and checking accounts. She has requested a €3,499 loan for 12 months to finance the purchase of a car.",good risk
24,female,2,own,unknown,moderate,8487,48,car,"""""""

customer_description = ""This 24-year-old female customer is a skilled worker who owns her residence. She has a moderate current account and is seeking a €8,487 loan to purchase a car, with a repayment term of 48 months; however, no information is available regarding her savings account.""",good risk
29,male,2,own,little,little,6887,36,education,"""""""

        This 29-year-old male customer is a skilled worker who owns his residence. He has limited savings and checking accounts, and is seeking a €6,887 loan for educational purposes, to be repaid over 36 months.",good risk
27,male,1,own,little,unknown,2708,15,furniture/equipment,"""""""

        This 27-year-old male customer is an unskilled worker and resident, who owns his home. He has a small savings account, but there is no information available about his checking account; he is seeking a €2,708 loan to purchase furniture and equipment, which he intends to repay over 15 months.",bad risk
